metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
St Louis,11,1,1,1,1,NA,0,0,1,1,NA,NA,NA,NA,0
Indianapolis,3.5,1,NA,0,0,NA,0,1,1,1,NA,NA,NA,NA,0
Nashville,18,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,18,1,NA,1,1,NA,1,1,0,1,0,0,0,0,0
Boise,5.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Reno,38.5,1,NA,1,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,-12,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,9,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,27,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,4.5,1,NA,0,NA,NA,1,0,1,1,NA,NA,NA,NA,1
Reno,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,117,1,1,1,0,0,1,1,1,1,0,1,1,1,1
Boise,10.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,87,1,NA,1,1,NA,1,1,1,1,0,1,1,1,1
Indianapolis,4,1,NA,1,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
St Louis,-90,1,NA,0,1,NA,1,0,1,1,0,0,0,1,1
Tucson,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,-13,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,20.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,39,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,87,1,NA,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,1
Tampa,-7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tucson,50,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
New Orleans,-5,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,-5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,15.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,-8.5,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,33.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,-21,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,1,1,1,NA,1,1,1,1,0,1,1,0,0
Tampa,7.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Tampa,-13,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,0,0,NA,0,0,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Tampa,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,1
Tampa,-21,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,18,1,NA,1,NA,NA,1,1,0,1,0,0,0,0,NA
Tucson,19.5,1,NA,0,1,NA,1,0,0,1,0,0,0,0,NA
Indianapolis,-5,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
New Orleans,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nashville,3,1,NA,NA,1,NA,1,NA,1,1,0,0,0,0,NA
Tucson,56,1,1,1,0,NA,1,1,NA,1,0,0,0,0,1
Tucson,103,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,24,1,NA,1,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,1
St Louis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,7.5,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Nashville,7,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
New Orleans,-16,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,NA
St Louis,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,-4.5,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,53,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,7.5,NA,NA,NA,1,NA,NA,NA,1,NA,0,0,0,0,NA
Tucson,-2.5,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
New Orleans,87,1,NA,1,0,NA,1,1,0,2,0,1,1,0,0
New Orleans,-22,1,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Boise,0,1,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Nashville,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Tucson,26,1,NA,0,1,NA,1,1,NA,1,1,1,1,0,1
Tampa,21,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Santa Barbara,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,-15,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,67,1,NA,1,1,0,1,1,1,1,NA,1,1,1,1
Tampa,7,1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Reno,79.5,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,22,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,-25.5,1,NA,1,1,NA,1,1,1,1,0,0,0,1,1
Nashville,10.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,-18,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
New Orleans,31,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
Reno,-55.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,1,1
St Louis,3.5,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Boise,43.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Santa Barbara,99,1,NA,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,1
Tampa,-9,1,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
New Orleans,-13,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,6,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
New Orleans,-5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,0
Tampa,46,1,1,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,-13,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,10.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,80,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,8.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-15.5,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Tucson,17.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,12,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1
Reno,580,1,NA,1,0,0,1,1,1,1,0,1,1,0,0
Tucson,-20.5,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,1
Indianapolis,57,1,NA,1,1,NA,1,1,NA,1,0,1,1,0,1
Nashville,-4.5,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1
Philadelphia,7,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Philadelphia,-4,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Boise,12,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-8.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,-3,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
Indianapolis,8,1,NA,0,1,NA,1,0,1,1,0,1,0,0,1
Philadelphia,-5.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
New Orleans,6,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St Louis,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boise,5.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Santa Barbara,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,12,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,48,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
New Orleans,-8.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,9.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Boise,-8,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,1,0,1,1,NA,1,0,0,0,0,1
Tucson,6,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,-11.5,1,NA,1,1,NA,1,1,1,1,0,0,0,1,1
St Louis,11.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Boise,5.5,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,0,NA,0,0,NA,1,NA,NA,NA,NA,0
Tampa,0,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,41,1,NA,0,1,NA,1,1,0,1,NA,NA,NA,NA,0
Tampa,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,46,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Tampa,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,27,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,9,1,NA,NA,1,NA,NA,1,1,1,0,0,0,0,1
Philadelphia,28.5,1,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,62,1,NA,1,NA,0,1,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,25,1,NA,1,1,1,1,0,1,1,0,0,0,0,NA
Indianapolis,-10,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Reno,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,6,NA,NA,NA,1,NA,NA,NA,1,NA,0,0,0,0,NA
Tampa,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,34.5,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,110,1,1,1,1,0,1,1,1,1,1,0,1,1,0
Philadelphia,52.5,1,NA,0,1,NA,1,1,1,2,0,0,0,0,NA
Nashville,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,-28.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,42,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
Nashville,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,5.5,1,1,NA,NA,NA,1,1,1,1,0,0,0,0,0
Santa Barbara,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Nashville,0,1,NA,NA,1,NA,1,1,1,1,0,1,0,0,NA
Tucson,8.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,-9,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Tampa,-7.5,1,NA,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,12,1,NA,NA,1,NA,0,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,NA
Indianapolis,3.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Nashville,-13,1,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,0
New Orleans,-15,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tucson,-5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0
Boise,4,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Tucson,28,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,-8.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,3,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,-23.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,76,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,5.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
New Orleans,2.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,0,NA,1,0,0,0,0,NA
Boise,126,1,1,1,0,NA,1,1,1,1,0,1,1,1,1
Indianapolis,-15,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Reno,48,1,NA,1,NA,0,1,NA,1,2,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Philadelphia,0,1,NA,0,NA,NA,1,1,NA,1,0,0,0,0,0
Philadelphia,-7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reno,-17,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Boise,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,90,1,NA,0,0,0,1,1,0,2,0,1,0,0,0
Tampa,-21,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Santa Barbara,11,1,1,1,0,NA,1,1,NA,1,0,0,0,0,0
Philadelphia,5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Santa Barbara,25.5,1,NA,1,1,NA,1,1,0,1,0,0,0,0,NA
Philadelphia,13.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,23,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,22,1,NA,1,1,NA,1,1,0,1,NA,NA,NA,NA,0
Boise,-5,1,1,1,1,NA,1,1,0,1,0,0,0,0,0
Tampa,27.5,1,1,1,1,NA,1,1,1,1,0,1,0,0,0
Tucson,3.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Reno,16.5,NA,NA,NA,1,NA,NA,NA,1,NA,0,0,0,0,NA
Tampa,7.5,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Tampa,20,1,NA,0,1,NA,1,1,NA,1,NA,1,NA,NA,1
Nashville,0,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
New Orleans,34,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Tampa,53,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,47.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,17,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,3.5,1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,0
Philadelphia,20,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
New Orleans,-6.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
New Orleans,5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Indianapolis,15,1,NA,0,1,0,1,1,1,1,0,0,0,0,NA
Boise,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,24,1,NA,1,1,NA,1,1,0,1,0,1,1,0,0
New Orleans,9,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
St Louis,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Reno,77,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
New Orleans,-10.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Santa Barbara,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,-34.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tampa,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,51,1,NA,1,1,NA,1,1,NA,2,0,1,0,0,0
Philadelphia,16.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,264,1,NA,1,0,0,1,1,1,1,1,1,1,0,0
Tucson,8,NA,NA,0,1,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,-8.5,1,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,0
Tampa,-6.5,1,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Boise,9,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,12,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1
Philadelphia,6,1,NA,NA,0,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,13,1,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,0,1,NA,1,NA,NA,NA,NA,1
Tucson,49.5,1,1,1,1,NA,1,1,1,1,0,1,0,0,0
New Orleans,-9.5,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,23.5,1,NA,0,1,NA,1,1,0,2,0,0,0,0,0
Tampa,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,46.5,1,NA,1,0,0,1,1,NA,1,0,1,0,0,0
Philadelphia,2.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,69,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-6.5,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Reno,13,1,1,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,117,1,NA,1,NA,1,0,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Philadelphia,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,26,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-7.5,1,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,NA
Boise,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,5.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,26,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,-51.5,1,NA,0,1,0,1,1,1,1,0,0,0,1,1
Tucson,-13,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Philadelphia,-11.5,1,1,0,1,NA,1,1,1,1,1,1,0,0,0
Philadelphia,23,1,NA,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
St Louis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson,72,1,NA,1,1,NA,1,1,0,1,0,1,0,0,0
St Louis,48,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,0,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,-16,1,NA,0,1,NA,0,1,1,1,0,0,0,0,1
St Louis,-4.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,1,1,NA,1,1,NA,1,NA,1,NA,NA,1
St Louis,69,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,15.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
St Louis,0,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,12,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tampa,-13.5,1,NA,0,NA,NA,1,1,1,1,0,0,0,0,NA
Nashville,79,1,1,1,1,NA,1,0,1,1,0,1,0,0,0
Tampa,138,1,NA,1,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,-11.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,-8.5,1,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA
St Louis,12,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,15,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
New Orleans,-27,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
New Orleans,0,1,NA,0,1,NA,1,1,NA,1,0,1,1,1,1
Tampa,9.5,1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Tampa,64,1,NA,1,0,NA,1,1,NA,2,NA,NA,NA,NA,0
Tucson,246,1,NA,1,0,0,1,1,1,1,0,1,1,0,0
Indianapolis,0,1,NA,NA,1,NA,1,1,NA,1,0,1,0,0,1
Indianapolis,13.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
St Louis,18,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Tucson,0,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,33,1,NA,0,0,NA,1,1,0,1,0,0,0,0,0
New Orleans,6,1,NA,0,0,NA,1,0,1,1,NA,NA,NA,NA,NA
St Louis,-45,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,-14.5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,1,1,0,1,1,1,1,NA,NA,NA,NA,1
Nashville,-10.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,19,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
St Louis,3.5,1,NA,0,1,NA,1,0,1,1,0,0,0,0,0
Tucson,70.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,10.5,1,NA,NA,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,10.5,1,NA,0,1,NA,1,1,1,1,0,1,1,0,1
Nashville,6,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,8,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,-12,1,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA
Tampa,14.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,0,1,1,1,1,0,1,NA,1,NA,NA,NA,NA,NA,0
Boise,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Indianapolis,-9.5,1,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,NA
St Louis,29,1,1,0,0,NA,1,0,NA,1,0,0,0,0,1
St Louis,5,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,16,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,0
Tampa,-13,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Boise,34.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,21,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Tucson,0,1,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA
Indianapolis,-23.5,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,16,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,22.5,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,6,1,NA,NA,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,31,1,NA,1,1,NA,1,1,1,2,NA,NA,NA,NA,0
Philadelphia,16.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,1,1,1
Indianapolis,12,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,18,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Santa Barbara,-24.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Boise,6,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,-4.5,1,NA,0,0,NA,0,0,1,1,NA,NA,NA,NA,0
Indianapolis,-5,1,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
